epoch,step,train_loss,val_acc,val_loss,train_acc,test_acc
0,49,2.595651865005493,,,,
0,99,2.6717467308044434,,,,
0,149,2.331641912460327,,,,
0,199,2.3376739025115967,,,,
0,249,2.240894317626953,,,,
0,299,2.189142942428589,,,,
0,311,,0.20360000431537628,7.722668647766113,,
0,311,,,,0.1580028086900711,0.21490000188350677
1,349,2.2366816997528076,,,,
1,399,2.3277339935302734,,,,
1,449,1.9833452701568604,,,,
1,499,2.518453598022461,,,,
1,549,2.303001642227173,,,,
1,599,2.2434356212615967,,,,
1,623,,0.24549999833106995,2.287729024887085,,
1,623,,,,0.2143930345773697,0.2720000147819519
2,649,2.0779402256011963,,,,
2,699,2.1579670906066895,,,,
2,749,2.1740758419036865,,,,
2,799,2.0525193214416504,,,,
2,849,2.0225343704223633,,,,
2,899,2.09041166305542,,,,
2,935,,0.20669999718666077,4.130918025970459,,
2,935,,,,0.2354767620563507,0.2168000042438507
3,949,2.132476568222046,,,,
3,999,2.1209726333618164,,,,
3,1049,2.0209765434265137,,,,
3,1099,2.161367654800415,,,,
3,1149,2.0309886932373047,,,,
3,1199,2.265660285949707,,,,
3,1247,,0.21709999442100525,249.73731994628906,,
3,1247,,,,0.2543569803237915,0.23019999265670776
4,1249,2.422685384750366,,,,
4,1299,2.1611807346343994,,,,
4,1349,2.1906521320343018,,,,
4,1399,2.0530970096588135,,,,
4,1449,2.0262107849121094,,,,
4,1499,2.129409074783325,,,,
4,1549,2.068187713623047,,,,
4,1559,,0.31060001254081726,2.8619558811187744,,
4,1559,,,,0.2639974057674408,0.34220001101493835
5,1599,1.9006931781768799,,,,
5,1649,1.9587416648864746,,,,
5,1699,1.9925153255462646,,,,
5,1749,1.9173836708068848,,,,
5,1799,1.9627025127410889,,,,
5,1849,1.828445553779602,,,,
5,1871,,0.3614000082015991,1.8413488864898682,,
5,1871,,,,0.32762420177459717,0.40310001373291016
6,1899,1.8405735492706299,,,,
6,1949,1.6563148498535156,,,,
6,1999,1.727989912033081,,,,
6,2049,1.7932740449905396,,,,
6,2099,1.7372798919677734,,,,
6,2149,1.7714734077453613,,,,
6,2183,,0.41760000586509705,1.6568113565444946,,
6,2183,,,,0.3765775263309479,0.4431000053882599
7,2199,1.6848790645599365,,,,
7,2249,1.7099937200546265,,,,
7,2299,1.6934441328048706,,,,
7,2349,1.6879416704177856,,,,
7,2399,1.594236135482788,,,,
7,2449,1.513581395149231,,,,
7,2495,,0.44940000772476196,1.5970953702926636,,
7,2495,,,,0.41649138927459717,0.49000000953674316
8,2499,1.6997638940811157,,,,
8,2549,1.238763689994812,,,,
8,2599,1.4015445709228516,,,,
8,2649,1.547960877418518,,,,
8,2699,1.6451221704483032,,,,
8,2749,1.3682448863983154,,,,
8,2799,1.5436323881149292,,,,
8,2807,,0.47269999980926514,1.5570260286331177,,
8,2807,,,,0.46279045939445496,0.521399974822998
9,2849,1.1781281232833862,,,,
9,2899,1.2676326036453247,,,,
9,2949,1.531524896621704,,,,
9,2999,1.4955216646194458,,,,
9,3049,1.2084096670150757,,,,
9,3099,1.3118505477905273,,,,
9,3119,,0.5271000266075134,1.4290302991867065,,
9,3119,,,,0.5060597062110901,0.5813999772071838
10,3149,1.5928531885147095,,,,
10,3199,1.4103055000305176,,,,
10,3249,1.420620083808899,,,,
10,3299,1.3159396648406982,,,,
10,3349,1.5924770832061768,,,,
10,3399,1.2168234586715698,,,,
10,3431,,0.5077999830245972,1.4926180839538574,,
10,3431,,,,0.5387620329856873,0.5672000050544739
11,3449,1.176171898841858,,,,
11,3499,1.0436453819274902,,,,
11,3549,1.1748065948486328,,,,
11,3599,1.3530807495117188,,,,
11,3649,1.191459059715271,,,,
11,3699,1.0432989597320557,,,,
11,3743,,0.5471000075340271,1.404740571975708,,
11,3743,,,,0.5691105723381042,0.6040999889373779
12,3749,0.8755609393119812,,,,
12,3799,0.7375105619430542,,,,
12,3849,0.929970920085907,,,,
12,3899,0.674226701259613,,,,
12,3949,0.47509074211120605,,,,
12,3999,0.8341304659843445,,,,
12,4049,0.5336083769798279,,,,
12,4055,,0.5771999955177307,1.5724529027938843,,
12,4055,,,,0.5866636633872986,0.6323000192642212
13,4099,0.35690128803253174,,,,
13,4149,0.4950031042098999,,,,
13,4199,0.6304422616958618,,,,
13,4249,0.06656551361083984,,,,
13,4299,0.2875349521636963,,,,
13,4349,0.21209347248077393,,,,
13,4367,,0.617900013923645,1.590166449546814,,
